Mod:Item:MetaData, Localized Name
gregtech:meta_block_frame_16:4, Bronze Frame Box
gregtech:meta_block_frame_156:15, Blue Steel Frame Box
gregtech:meta_block_frame_103:0, Treated Wood Frame Box
gregtech:meta_block_frame_101:1, Wood Frame Box
gregtech:meta_block_frame_157:4, HSS-G Frame Box
gregtech:meta_block_frame_157:7, HSS-E Frame Box
gregtech:meta_block_frame_157:8, HSS-S Frame Box
gregtech:meta_block_frame_188:12, HSLA Steel Frame Box
gregtech:meta_block_frame_188:14, Incoloy-MA956 Frame Box
gregtech:meta_block_frame_20:3, Stainless Steel Frame Box
gregtech:meta_block_frame_20:4, Steel Frame Box
gregtech:meta_block_frame_20:11, Ultimet Frame Box
gregtech:meta_block_frame_24:12, Tungstencarbide Frame Box
gregtech:meta_block_frame_2:1, Europium Frame Box
gregtech:meta_block_frame_63:8, Polytetrafluoroethylene (PTFE) Frame Box
gregtech:meta_block_frame_2000:3, material.dark_steel Frame Box
effortlessbuilding:randomizer_bag, Randomizer Bag
effortlessbuilding:reach_upgrade1, Reach Upgrade 1
effortlessbuilding:reach_upgrade2, Reach Upgrade 2
effortlessbuilding:reach_upgrade3, Reach Upgrade 3
elevatorid:elevator_white, White Elevator
elevatorid:elevator_orange, Orange Elevator
elevatorid:elevator_magenta, Magenta Elevator
elevatorid:elevator_light_blue, Light Blue Elevator
elevatorid:elevator_yellow, Yellow Elevator
elevatorid:elevator_lime, Lime Elevator
elevatorid:elevator_pink, Pink Elevator
elevatorid:elevator_gray, Gray Elevator
elevatorid:elevator_silver, Light Gray Elevator
elevatorid:elevator_cyan, Cyan Elevator
elevatorid:elevator_purple, Purple Elevator
elevatorid:elevator_blue, Blue Elevator
elevatorid:elevator_brown, Brown Elevator
elevatorid:elevator_green, Green Elevator
elevatorid:elevator_red, Red Elevator
elevatorid:elevator_black, Black Elevator
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_tank:0, Ender Tank
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
endertanks:ender_bucket:0, Ender Bucket
extendedcrafting:storage:0, Block of Black Iron
extendedcrafting:storage:1, Block of Luminessence
extendedcrafting:storage:2, Block of Nether Stars
extendedcrafting:storage:3, Block of Crystaltine
extendedcrafting:storage:4, Block of The Ultimate
extendedcrafting:storage:5, Block of Ender
extendedcrafting:storage:6, Block of Ender Stars
extendedcrafting:storage:7, Block of Enhanced Ender
extendedcrafting:frame, Black Iron Frame
extendedcrafting:lamp:0, Black Iron Lamp
extendedcrafting:lamp:1, Black Iron Lamp
extendedcrafting:trimmed:0, Block of Black Iron
extendedcrafting:trimmed:1, Block of Black Iron
extendedcrafting:trimmed:2, Block of Black Iron
extendedcrafting:trimmed:3, Block of Black Iron
extendedcrafting:trimmed:4, Block of Black Iron
extendedcrafting:trimmed:5, Block of Black Iron
extendedcrafting:crafting_table, Crafting Table
extendedcrafting:pedestal, Pedestal
extendedcrafting:crafting_core, Crafting Core
extendedcrafting:interface, Automation Interface
extendedcrafting:table_basic, Basic Crafting Table
extendedcrafting:table_advanced, Advanced Crafting Table
extendedcrafting:table_elite, Elite Crafting Table
extendedcrafting:table_ultimate, Ultimate Crafting Table
extendedcrafting:compressor, Quantum Compressor
extendedcrafting:ender_alternator, Ender Alternator
extendedcrafting:ender_crafter, Ender Crafter
extendedcrafting:guide, Extended Crafting Guide
extendedcrafting:material:0, Black Iron Ingot
extendedcrafting:material:1, Black Iron Nugget
extendedcrafting:material:2, Black Iron Slate
extendedcrafting:material:3, Black Iron Rod
extendedcrafting:material:7, Luminessence
extendedcrafting:material:8, Basic Catalyst
extendedcrafting:material:9, Advanced Catalyst
extendedcrafting:material:10, Elite Catalyst
extendedcrafting:material:11, Ultimate Catalyst
extendedcrafting:material:12, Crystaltine Catalyst
extendedcrafting:material:13, The Ultimate Catalyst
extendedcrafting:material:14, Basic Component
extendedcrafting:material:15, Advanced Component
extendedcrafting:material:16, Elite Component
extendedcrafting:material:17, Ultimate Component
extendedcrafting:material:18, Crystaltine Component
extendedcrafting:material:19, The Ultimate Component
extendedcrafting:material:24, Crystaltine Ingot
extendedcrafting:material:25, Crystaltine Nugget
extendedcrafting:material:32, The Ultimate Ingot
extendedcrafting:material:33, The Ultimate Nugget
extendedcrafting:material:36, Ender Ingot
extendedcrafting:material:37, Ender Nugget
extendedcrafting:material:40, Ender Star
extendedcrafting:material:41, Ender Star Nugget
extendedcrafting:material:48, Enhanced Ender Ingot
extendedcrafting:material:49, Enhanced Ender Nugget
extendedcrafting:material:128, Diamond Nugget
extendedcrafting:material:129, Emerald Nugget
extendedcrafting:material:140, Nether Star Nugget
extendedcrafting:handheld_table, Handheld Crafting Table
extendedcrafting:recipe_maker:0, Recipe Maker
extendedcrafting:singularity:0, Coal Singularity
extendedcrafting:singularity:1, Iron Singularity
extendedcrafting:singularity:2, Lapis Lazuli Singularity
extendedcrafting:singularity:3, Redstone Singularity
extendedcrafting:singularity:4, Glowstone Singularity
extendedcrafting:singularity:5, Gold Singularity
extendedcrafting:singularity:6, Diamond Singularity
extendedcrafting:singularity:7, Emerald Singularity
extendedcrafting:singularity:16, Aluminum Singularity
extendedcrafting:singularity:17, Copper Singularity
extendedcrafting:singularity:18, Tin Singularity
extendedcrafting:singularity:19, Bronze Singularity
extendedcrafting:singularity:20, Zinc Singularity
extendedcrafting:singularity:21, Brass Singularity
extendedcrafting:singularity:22, Silver Singularity
extendedcrafting:singularity:23, Lead Singularity
extendedcrafting:singularity:24, Steel Singularity
extendedcrafting:singularity:25, Nickel Singularity
extendedcrafting:singularity:26, Constantan Singularity
extendedcrafting:singularity:27, Electrum Singularity
extendedcrafting:singularity:28, Invar Singularity
extendedcrafting:singularity:29, Mithril Singularity
extendedcrafting:singularity:30, Tungsten Singularity
extendedcrafting:singularity:31, Titanium Singularity
extendedcrafting:singularity:32, Uranium Singularity
extendedcrafting:singularity:33, Chrome Singularity
extendedcrafting:singularity:34, Platinum Singularity
extendedcrafting:singularity:35, Iridium Singularity
extendedcrafting:singularity:48, Signalum Singularity
extendedcrafting:singularity:49, Lumium Singularity
extendedcrafting:singularity:50, Enderium Singularity
extendedcrafting:singularity:64, Ardite Singularity
extendedcrafting:singularity:65, Cobalt Singularity
extendedcrafting:singularity:66, Manyullyn Singularity
extendedcrafting:singularity_ultimate, The Ultimate Singularity
cfm:coffee_table_oak, Oak Coffee Table
cfm:coffee_table_spruce, Spruce Coffee Table
cfm:coffee_table_birch, Birch Coffee Table
cfm:coffee_table_jungle, Jungle Coffee Table
cfm:coffee_table_acacia, Acacia Coffee Table
cfm:coffee_table_dark_oak, Dark Oak Coffee Table
cfm:coffee_table_stone, Stone Coffee Table
cfm:coffee_table_granite, Granite Coffee Table
cfm:coffee_table_diorite, Diorite Coffee Table
cfm:coffee_table_andesite, Andesite Coffee Table
cfm:table_oak, Oak Table
cfm:table_spruce, Spruce Table
cfm:table_birch, Birch Table
cfm:table_jungle, Jungle Table
cfm:table_acacia, Acacia Table
cfm:table_dark_oak, Dark Oak Table
cfm:table_stone, Stone Table
cfm:table_granite, Granite Table
cfm:table_diorite, Diorite Table
cfm:table_andesite, Andesite Table
cfm:chair_oak, Oak Chair
cfm:chair_spruce, Spruce Chair
cfm:chair_birch, Birch Chair
cfm:chair_jungle, Jungle Chair
cfm:chair_acacia, Acacia Chair
cfm:chair_dark_oak, Dark Oak Chair
cfm:chair_stone, Stone Chair
cfm:chair_granite, Granite Chair
cfm:chair_diorite, Diorite Chair
cfm:chair_andesite, Andesite Chair
cfm:freezer, Fridge
cfm:cabinet_oak, Oak Cabinet
cfm:cabinet_spruce, Spruce Cabinet
cfm:cabinet_birch, Birch Cabinet
cfm:cabinet_jungle, Jungle Cabinet
cfm:cabinet_acacia, Acacia Cabinet
cfm:cabinet_dark_oak, Dark Oak Cabinet
cfm:cabinet_stone, Stone Cabinet
cfm:cabinet_granite, Granite Cabinet
cfm:cabinet_diorite, Diorite Cabinet
cfm:cabinet_andesite, Andesite Cabinet
cfm:couch:0, White Couch
cfm:couch:1, Orange Couch
cfm:couch:2, Magenta Couch
cfm:couch:3, Light Blue Couch
cfm:couch:4, Yellow Couch
cfm:couch:5, Lime Couch
cfm:couch:6, Pink Couch
cfm:couch:7, Gray Couch
cfm:couch:8, Light Gray Couch
cfm:couch:9, Cyan Couch
cfm:couch:10, Purple Couch
cfm:couch:11, Blue Couch
cfm:couch:12, Brown Couch
cfm:couch:13, Green Couch
cfm:couch:14, Red Couch
cfm:couch:15, Black Couch
cfm:couch_jeb, Rave Couch
cfm:lamp_off:0, White Lamp
cfm:lamp_off:1, Orange Lamp
cfm:lamp_off:2, Magenta Lamp
cfm:lamp_off:3, Light Blue Lamp
cfm:lamp_off:4, Yellow Lamp
cfm:lamp_off:5, Lime Lamp
cfm:lamp_off:6, Pink Lamp
cfm:lamp_off:7, Gray Lamp
cfm:lamp_off:8, Light Gray Lamp
cfm:lamp_off:9, Cyan Lamp
cfm:lamp_off:10, Purple Lamp
cfm:lamp_off:11, Blue Lamp
cfm:lamp_off:12, Brown Lamp
cfm:lamp_off:13, Green Lamp
cfm:lamp_off:14, Red Lamp
cfm:lamp_off:15, Black Lamp
cfm:blinds_open, Oak Blinds
cfm:blinds_spruce_open, Spruce Blinds
cfm:blinds_birch_open, Birch Blinds
cfm:blinds_jungle_open, Jungle Blinds
cfm:blinds_acacia_open, Acacia Blinds
cfm:blinds_dark_oak_open, Dark Oak Blinds
cfm:curtains_open:0, White Curtains
cfm:curtains_open:1, Orange Curtains
cfm:curtains_open:2, Magenta Curtains
cfm:curtains_open:3, Light Blue Curtains
cfm:curtains_open:4, Yellow Curtains
cfm:curtains_open:5, Lime Curtains
cfm:curtains_open:6, Pink Curtains
cfm:curtains_open:7, Gray Curtains
cfm:curtains_open:8, Light Gray Curtains
cfm:curtains_open:9, Cyan Curtains
cfm:curtains_open:10, Purple Curtains
cfm:curtains_open:11, Blue Curtains
cfm:curtains_open:12, Brown Curtains
cfm:curtains_open:13, Green Curtains
cfm:curtains_open:14, Red Curtains
cfm:curtains_open:15, Black Curtains
cfm:bedside_cabinet_oak, Oak Bedside Cabinet
cfm:bedside_cabinet_spruce, Spruce Bedside Cabinet
cfm:bedside_cabinet_birch, Birch Bedside Cabinet
cfm:bedside_cabinet_jungle, Jungle Bedside Cabinet
cfm:bedside_cabinet_acacia, Acacia Bedside Cabinet
cfm:bedside_cabinet_dark_oak, Dark Oak Bedside Cabinet
cfm:bedside_cabinet_stone, Stone Bedside Cabinet
cfm:bedside_cabinet_granite, Granite Bedside Cabinet
cfm:bedside_cabinet_diorite, Diorite Bedside Cabinet
cfm:bedside_cabinet_andesite, Andesite Bedside Cabinet
cfm:oven, Oven
cfm:range_hood, Oven Rangehood
cfm:hedge_oak, Oak Hedge
cfm:hedge_spruce, Spruce Hedge
cfm:hedge_birch, Birch Hedge
cfm:hedge_jungle, Jungle Hedge
cfm:hedge_acacia, Acacia Hedge
cfm:hedge_dark_oak, Dark Oak Hedge
cfm:bird_bath, Bird Bath
cfm:stone_path, Stone Path
cfm:white_fence, White Fence
cfm:white_gate, White Gate
cfm:tap, Tap
cfm:mail_box, Oak Mail Box
cfm:mail_box_spruce, Spruce Mail Box
cfm:mail_box_birch, Birch Mail Box
cfm:mail_box_jungle, Jungle Mail Box
cfm:mail_box_acacia, Acacia Mail Box
cfm:mail_box_dark_oak, Dark Oak Mail Box
cfm:tv, TV
cfm:computer, Computer
cfm:printer, Printer
cfm:electric_fence, Electric Fence
cfm:door_bell, Oak Door Bell
cfm:door_bell_spruce, Spruce Door Bell
cfm:door_bell_birch, Birch Door Bell
cfm:door_bell_jungle, Jungle Door Bell
cfm:door_bell_acacia, Acacia Door Bell
cfm:door_bell_dark_oak, Dark Oak Door Bell
cfm:fire_alarm_off, Fire Alarm
cfm:fire_alarm_on, Fire Alarm (On)
cfm:ceiling_light_off, Ceiling Light
cfm:stereo, Stereo
cfm:toilet, Toilet
cfm:basin, Basin
cfm:wall_cabinet, Wall Cabinet
cfm:bath_bottom, Bath
cfm:shower_bottom, Shower
cfm:shower_head_off, Shower Head
cfm:bin, Bin
cfm:present:0, White Present
cfm:present:1, Orange Present
cfm:present:2, Magenta Present
cfm:present:3, Light Blue Present
cfm:present:4, Yellow Present
cfm:present:5, Lime Present
cfm:present:6, Pink Present
cfm:present:7, Gray Present
cfm:present:8, Light Gray Present
cfm:present:9, Cyan Present
cfm:present:10, Purple Present
cfm:present:11, Blue Present
cfm:present:12, Brown Present
cfm:present:13, Green Present
cfm:present:14, Red Present
cfm:present:15, Black Present
cfm:tree_bottom, Christmas Tree
cfm:toaster, Toaster
cfm:microwave, Microwave
cfm:washing_machine, Washing Machine
cfm:cookie_jar, Cookie Jar
cfm:blender, Blender
cfm:plate, Plate
cfm:counter:0, White Kitchen Counter
cfm:counter:1, Orange Kitchen Counter
cfm:counter:2, Magenta Kitchen Counter
cfm:counter:3, Light Blue Kitchen Counter
cfm:counter:4, Yellow Kitchen Counter
cfm:counter:5, Lime Kitchen Counter
cfm:counter:6, Pink Kitchen Counter
cfm:counter:7, Gray Kitchen Counter
cfm:counter:8, Light Gray Kitchen Counter
cfm:counter:9, Cyan Kitchen Counter
cfm:counter:10, Purple Kitchen Counter
cfm:counter:11, Blue Kitchen Counter
cfm:counter:12, Brown Kitchen Counter
cfm:counter:13, Green Kitchen Counter
cfm:counter:14, Red Kitchen Counter
cfm:counter:15, Black Kitchen Counter
cfm:counter_sink:0, White Kitchen Counter (Sink)
cfm:counter_sink:1, Orange Kitchen Counter (Sink)
cfm:counter_sink:2, Magenta Kitchen Counter (Sink)
cfm:counter_sink:3, Light Blue Kitchen Counter (Sink)
cfm:counter_sink:4, Yellow Kitchen Counter (Sink)
cfm:counter_sink:5, Lime Kitchen Counter (Sink)
cfm:counter_sink:6, Pink Kitchen Counter (Sink)
cfm:counter_sink:7, Gray Kitchen Counter (Sink)
cfm:counter_sink:8, Light Gray Kitchen Counter (Sink)
cfm:counter_sink:9, Cyan Kitchen Counter (Sink)
cfm:counter_sink:10, Purple Kitchen Counter (Sink)
cfm:counter_sink:11, Blue Kitchen Counter (Sink)
cfm:counter_sink:12, Brown Kitchen Counter (Sink)
cfm:counter_sink:13, Green Kitchen Counter (Sink)
cfm:counter_sink:14, Red Kitchen Counter (Sink)
cfm:counter_sink:15, Black Kitchen Counter (Sink)
cfm:counter_drawer:0, White Kitchen Counter Drawer
cfm:counter_drawer:1, Orange Kitchen Counter Drawer
cfm:counter_drawer:2, Magenta Kitchen Counter Drawer
cfm:counter_drawer:3, Light Blue Kitchen Counter Drawer
cfm:counter_drawer:4, Yellow Kitchen Counter Drawer
cfm:counter_drawer:5, Lime Kitchen Counter Drawer
cfm:counter_drawer:6, Pink Kitchen Counter Drawer
cfm:counter_drawer:7, Gray Kitchen Counter Drawer
cfm:counter_drawer:8, Light Gray Kitchen Counter Drawer
cfm:counter_drawer:9, Cyan Kitchen Counter Drawer
cfm:counter_drawer:10, Purple Kitchen Counter Drawer
cfm:counter_drawer:11, Blue Kitchen Counter Drawer
cfm:counter_drawer:12, Brown Kitchen Counter Drawer
cfm:counter_drawer:13, Green Kitchen Counter Drawer
cfm:counter_drawer:14, Red Kitchen Counter Drawer
cfm:counter_drawer:15, Black Kitchen Counter Drawer
cfm:dishwasher, Dishwasher
cfm:cabinet_kitchen:0, White Kitchen Cabinet
cfm:cabinet_kitchen:1, Orange Kitchen Cabinet
cfm:cabinet_kitchen:2, Magenta Kitchen Cabinet
cfm:cabinet_kitchen:3, Light Blue Kitchen Cabinet
cfm:cabinet_kitchen:4, Yellow Kitchen Cabinet
cfm:cabinet_kitchen:5, Lime Kitchen Cabinet
cfm:cabinet_kitchen:6, Pink Kitchen Cabinet
cfm:cabinet_kitchen:7, Gray Kitchen Cabinet
cfm:cabinet_kitchen:8, Light Gray Kitchen Cabinet
cfm:cabinet_kitchen:9, Cyan Kitchen Cabinet
cfm:cabinet_kitchen:10, Purple Kitchen Cabinet
cfm:cabinet_kitchen:11, Blue Kitchen Cabinet
cfm:cabinet_kitchen:12, Brown Kitchen Cabinet
cfm:cabinet_kitchen:13, Green Kitchen Cabinet
cfm:cabinet_kitchen:14, Red Kitchen Cabinet
cfm:cabinet_kitchen:15, Black Kitchen Cabinet
cfm:chopping_board, Chopping Board
cfm:bar_stool:0, White Bar Stool
cfm:bar_stool:1, Orange Bar Stool
cfm:bar_stool:2, Magenta Bar Stool
cfm:bar_stool:3, Light Blue Bar Stool
cfm:bar_stool:4, Yellow Bar Stool
cfm:bar_stool:5, Lime Bar Stool
cfm:bar_stool:6, Pink Bar Stool
cfm:bar_stool:7, Gray Bar Stool
cfm:bar_stool:8, Light Gray Bar Stool
cfm:bar_stool:9, Cyan Bar Stool
cfm:bar_stool:10, Purple Bar Stool
cfm:bar_stool:11, Blue Bar Stool
cfm:bar_stool:12, Brown Bar Stool
cfm:bar_stool:13, Green Bar Stool
cfm:bar_stool:14, Red Bar Stool
cfm:bar_stool:15, Black Bar Stool
cfm:mirror, Mirror
cfm:mantel_piece, Mantelpiece
cfm:grand_chair_bottom, Grand Chair
cfm:candle, Candle
cfm:chimney, Chimney
cfm:wreath, Wreath
cfm:fairy_light, Fairy Light
cfm:fire_pit_on, Fire Pit
cfm:trampoline, Trampoline
cfm:crate, Crate
cfm:crate_spruce, Spruce Crate
cfm:crate_birch, Birch Crate
cfm:crate_jungle, Jungle Crate
cfm:crate_acacia, Acacia Crate
cfm:crate_dark_oak, Dark Oak Crate
cfm:bench, Outdoor Bench
cfm:table_outdoor, Outdoor Table
cfm:grill, Grill
cfm:divingboard_base, Divingboard
cfm:door_mat:0, White Door Mat
cfm:door_mat:1, Orange Door Mat
cfm:door_mat:2, Magenta Door Mat
cfm:door_mat:3, Light Blue Door Mat
cfm:door_mat:4, Yellow Door Mat
cfm:door_mat:5, Lime Door Mat
cfm:door_mat:6, Pink Door Mat
cfm:door_mat:7, Gray Door Mat
cfm:door_mat:8, Light Gray Door Mat
cfm:door_mat:9, Cyan Door Mat
cfm:door_mat:10, Purple Door Mat
cfm:door_mat:11, Blue Door Mat
cfm:door_mat:12, Brown Door Mat
cfm:door_mat:13, Green Door Mat
cfm:door_mat:14, Red Door Mat
cfm:door_mat:15, Black Door Mat
cfm:esky:0, White Cooler
cfm:esky:1, Orange Cooler
cfm:esky:2, Magenta Cooler
cfm:esky:3, Light Blue Cooler
cfm:esky:4, Yellow Cooler
cfm:esky:5, Lime Cooler
cfm:esky:6, Pink Cooler
cfm:esky:7, Gray Cooler
cfm:esky:8, Light Gray Cooler
cfm:esky:9, Cyan Cooler
cfm:esky:10, Purple Cooler
cfm:esky:11, Blue Cooler
cfm:esky:12, Brown Cooler
cfm:esky:13, Green Cooler
cfm:esky:14, Red Cooler
cfm:esky:15, Black Cooler
cfm:modern_window, Modern Window
cfm:modern_sliding_door, Modern Sliding Door
cfm:light_switch_off, Light Switch
cfm:ceiling_fan, Ceiling Fan
cfm:desk_oak, Oak Desk
cfm:desk_spruce, Spruce Desk
cfm:desk_birch, Birch Desk
cfm:desk_jungle, Jungle Desk
cfm:desk_acacia, Acacia Desk
cfm:desk_dark_oak, Dark Oak Desk
cfm:desk_stone, Stone Desk
cfm:desk_granite, Granite Desk
cfm:desk_diorite, Diorite Desk
cfm:desk_andesite, Andesite Desk
cfm:desk_cabinet_oak, Oak Desk Cabinet
cfm:desk_cabinet_spruce, Spruce Desk Cabinet
cfm:desk_cabinet_birch, Birch Desk Cabinet
cfm:desk_cabinet_jungle, Jungle Desk Cabinet
cfm:desk_cabinet_acacia, Acacia Desk Cabinet
cfm:desk_cabinet_dark_oak, Dark Oak Desk Cabinet
cfm:desk_cabinet_stone, Stone Desk Cabinet
cfm:desk_cabinet_granite, Granite Desk Cabinet
cfm:desk_cabinet_diorite, Diorite Desk Cabinet
cfm:desk_cabinet_andesite, Andesite Desk Cabinet
cfm:digital_clock:0, Digital Clock
cfm:digital_clock:1, Digital Clock
cfm:digital_clock:2, Digital Clock
cfm:digital_clock:3, Digital Clock
cfm:digital_clock:4, Digital Clock
cfm:digital_clock:5, Digital Clock
cfm:digital_clock:6, Digital Clock
cfm:digital_clock:7, Digital Clock
cfm:digital_clock:8, Digital Clock
cfm:digital_clock:9, Digital Clock
cfm:digital_clock:10, Digital Clock
cfm:digital_clock:11, Digital Clock
cfm:digital_clock:12, Digital Clock
cfm:digital_clock:13, Digital Clock
cfm:digital_clock:14, Digital Clock
cfm:digital_clock:15, Digital Clock
cfm:modern_tv, Modern TV
cfm:photo_frame:0, White Photo Frame
cfm:photo_frame:1, Orange Photo Frame
cfm:photo_frame:2, Magenta Photo Frame
cfm:photo_frame:3, Light Blue Photo Frame
cfm:photo_frame:4, Yellow Photo Frame
cfm:photo_frame:5, Lime Photo Frame
cfm:photo_frame:6, Pink Photo Frame
cfm:photo_frame:7, Gray Photo Frame
cfm:photo_frame:8, Light Gray Photo Frame
cfm:photo_frame:9, Cyan Photo Frame
cfm:photo_frame:10, Purple Photo Frame
cfm:photo_frame:11, Blue Photo Frame
cfm:photo_frame:12, Brown Photo Frame
cfm:photo_frame:13, Green Photo Frame
cfm:photo_frame:14, Red Photo Frame
cfm:photo_frame:15, Black Photo Frame
cfm:modern_couch:0, White Modern Couch
cfm:modern_couch:1, Orange Modern Couch
cfm:modern_couch:2, Magenta Modern Couch
cfm:modern_couch:3, Light Blue Modern Couch
cfm:modern_couch:4, Yellow Modern Couch
cfm:modern_couch:5, Lime Modern Couch
cfm:modern_couch:6, Pink Modern Couch
cfm:modern_couch:7, Gray Modern Couch
cfm:modern_couch:8, Light Gray Modern Couch
cfm:modern_couch:9, Cyan Modern Couch
cfm:modern_couch:10, Purple Modern Couch
cfm:modern_couch:11, Blue Modern Couch
cfm:modern_couch:12, Brown Modern Couch
cfm:modern_couch:13, Green Modern Couch
cfm:modern_couch:14, Red Modern Couch
cfm:modern_couch:15, Black Modern Couch
cfm:modern_table, Modern Table
cfm:modern_chair, Modern Chair
cfm:modern_coffee_table, Modern Coffee Table
cfm:modern_table_outdoor, Modern Outdoor Table
cfm:modern_stair, Modern Stairs
cfm:modern_bed_bottom:0, White Modern Bed
cfm:modern_bed_bottom:1, Orange Modern Bed
cfm:modern_bed_bottom:2, Magenta Modern Bed
cfm:modern_bed_bottom:3, Light Blue Modern Bed
cfm:modern_bed_bottom:4, Yellow Modern Bed
cfm:modern_bed_bottom:5, Lime Modern Bed
cfm:modern_bed_bottom:6, Pink Modern Bed
cfm:modern_bed_bottom:7, Gray Modern Bed
cfm:modern_bed_bottom:8, Light Gray Modern Bed
cfm:modern_bed_bottom:9, Cyan Modern Bed
cfm:modern_bed_bottom:10, Purple Modern Bed
cfm:modern_bed_bottom:11, Blue Modern Bed
cfm:modern_bed_bottom:12, Brown Modern Bed
cfm:modern_bed_bottom:13, Green Modern Bed
cfm:modern_bed_bottom:14, Red Modern Bed
cfm:modern_bed_bottom:15, Black Modern Bed
cfm:tv_stand, Modern TV Stand
cfm:modern_light_off, Modern Light
cfm:upgraded_fence_oak, Oak Upgraded Fence
cfm:upgraded_fence_spruce, Spruce Upgraded Fence
cfm:upgraded_fence_birch, Birch Upgraded Fence
cfm:upgraded_fence_jungle, Jungle Upgraded Fence
cfm:upgraded_fence_acacia, Acacia Upgraded Fence
cfm:upgraded_fence_dark_oak, Dark Oak Upgraded Fence
cfm:upgraded_fence_nether_brick, Nether Brick Upgraded Fence
cfm:upgraded_gate_oak, Oak Upgraded Gate
cfm:upgraded_gate_spruce, Spruce Upgraded Gate
cfm:upgraded_gate_birch, Birch Upgraded Gate
cfm:upgraded_gate_jungle, Jungle Upgraded Gate
cfm:upgraded_gate_acacia, Acacia Upgraded Gate
cfm:upgraded_gate_dark_oak, Dark Oak Upgraded Gate
cfm:park_bench_oak, Oak Park Bench
cfm:park_bench_spruce, Spruce Park Bench
cfm:park_bench_birch, Birch Park Bench
cfm:park_bench_jungle, Jungle Park Bench
cfm:park_bench_acacia, Acacia Park Bench
cfm:park_bench_dark_oak, Dark Oak Park Bench
cfm:inflatable_castle:0, Inflatable Castle
cfm:inflatable_castle:1, Inflatable Castle
cfm:inflatable_castle:2, Inflatable Castle
cfm:inflatable_castle:3, Inflatable Castle
cfm:inflatable_castle:4, Inflatable Castle
cfm:inflatable_castle:5, Inflatable Castle
cfm:inflatable_castle:6, Inflatable Castle
cfm:inflatable_castle:7, Inflatable Castle
cfm:inflatable_castle:8, Inflatable Castle
cfm:inflatable_castle:9, Inflatable Castle
cfm:inflatable_castle:10, Inflatable Castle
cfm:inflatable_castle:11, Inflatable Castle
cfm:inflatable_castle:12, Inflatable Castle
cfm:inflatable_castle:13, Inflatable Castle
cfm:inflatable_castle:14, Inflatable Castle
cfm:inflatable_castle:15, Inflatable Castle
cfm:castle_netting, Castle Netting
cfm:item_flesh, Flesh
cfm:item_flesh_cooked, Cooked Flesh
cfm:item_cool_pack, Cooling Pack
cfm:item_hammer, Hammer
cfm:item_envelope, Envelope
cfm:item_envelope_signed, item.item_envelope_signed.name
cfm:item_package, Package
cfm:item_package_signed, item.item_package_signed.name
cfm:item_ink_cartridge, Ink Cartridge
cfm:item_bread_slice, Bread Slice
cfm:item_toast, Toast
cfm:item_knife, Knife
cfm:item_cup, Cup
cfm:item_drink, item.item_drink.name
cfm:item_soap, Soap
cfm:item_soap_water, Soapy Water
cfm:item_super_soap_water, Super Soapy Water
cfm:item_recipe_book, Recipe Book
cfm:item_crayfish, item.item_crayfish.name
cfm:item_log, Chopped Log
cfm:item_spatula, Spatula
cfm:item_sausage, Sausage
cfm:item_sausage_cooked, Cooked Sausage
cfm:item_kebab, Raw Kebab
cfm:item_kebab_cooked, Cooked Kebab
cfm:item_crow_bar, Crow Bar
cfm:ceiling_fan_fans, item.ceiling_fan_fans.name
cfm:tv_remote, TV Remote
galacticraftcore:bucket_oil, Oil Bucket
galacticraftcore:fuel, Fuel
galacticraftcore:bucket_fuel, Fuel Bucket
galacticraftcore:landing_pad:0, Rocket Launch Pad
galacticraftcore:landing_pad:1, Buggy Fueling Pad
galacticraftcore:landing_pad_full, Rocket Launch Pad
galacticraftcore:unlit_torch, Torch
galacticraftcore:unlit_torch_lit, Torch
galacticraftcore:distributor, Oxygen Bubble Distributor
galacticraftcore:collector, Oxygen Collector
galacticraftcore:oxygen_compressor:0, Oxygen Compressor
galacticraftcore:oxygen_compressor:4, Oxygen Decompressor
galacticraftcore:sealer, Oxygen Sealer
galacticraftcore:oxygen_detector, Oxygen Detector
galacticraftcore:aluminum_wire:0, Aluminum Wire
